"87.600","0.750","34.093746","14.015921","361.691345","1078.727539","39749.777344","62062.203125","-0.634210","0.333419","0.015267","9.261288","-2.637329","18.438469","0.000000","7945.354980","235.612671","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-10.854143","0.000000","38.748692","6.777900","0.000000","0.976554","0.000000","0.000000","0.000000","90.498764","39.593185","-273.000000","-273.000000","6.000000","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-101.250000","-101.250000","18750.654297","4531.209473","4.000000","24.000000","-273.000000","-273.000000","9.534384","0.000000","53.913517","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-29.376062","-273.000000","14.000001","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","61.700001","12.000000","0.862935","-0.439752","-0.131575","-172.161942","25.256802","354.000000","2.390000","0.400000","800.000000","40.844208306140","-96.771824667773","354.54"
"87.700","0.752","34.093746","14.017431","374.780334","1078.727539","38749.261719","64249.648438","-1.219035","0.762002","-0.275814","5.714226","-0.943542","21.967165","0.000000","7595.624512","226.597824","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-10.605448","0.000000","39.090485","5.019191","0.000000","0.980941","0.000000","0.000000","0.000000","90.498764","39.670380","-273.000000","-273.000000","6.000000","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-101.250000","-101.250000","18914.046875","4537.421875","4.000000","24.000000","-273.000000","-273.000000","9.314693","0.000000","53.516804","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-29.376062","-273.000000","13.914551","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","60.100002","12.000000","0.858474","-0.441027","-0.143034","-169.606552","25.600576","354.000000","2.390000","0.430000","744.000000","40.844194335409","-96.771828264427","354.50"
"87.800","0.753","34.093746","14.018943","272.995544","1078.727539","39093.304688","66062.234375","-0.896207","1.346666","-0.653050","10.257134","-1.775413","34.904907","0.000000","7244.452148","218.498093","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-10.353610","0.000000","39.064133","3.807751","0.000000","0.969343","0.000000","0.000000","0.000000","90.498764","39.687305","-273.000000","-273.000000","6.000000","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-101.250000","-101.250000","19070.115234","4544.383301","4.000000","24.000000","-273.000000","-273.000000","9.295976","0.000000","54.819778","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-29.376062","-273.000000","13.981202","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","58.600002","12.000000","0.871857","-0.441664","-0.125845","-166.718842","26.563145","354.000000","2.390000","0.430000","748.000000","40.844180899165","-96.771832592344","354.45"
"87.900","0.755","34.093746","14.020453","169.011902","1078.727539","39625.179688","65499.687500","-1.353146","1.458882","0.002834","14.042379","1.559584","45.187008","0.000000","6845.907227","211.294006","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-10.014336","0.000000","39.493504","2.276429","0.000000","0.946230","0.000000","0.000000","0.000000","90.551094","39.687305","-273.000000","-273.000000","6.000000","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-101.250000","-101.250000","19217.488281","4550.381348","4.000000","24.000000","-273.000000","-273.000000","9.129483","0.000000","56.576775","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-29.376062","-273.000000","14.000001","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","57.200001","12.000000","0.911372","-0.441664","-0.074279","-163.464447","28.534121","354.000000","2.390000","0.410000","787.000000","40.844168125624","-96.771837783269","354.37"
"88.000","0.756","34.093746","14.021965","85.664551","1078.727539","40749.828125","64312.375000","-1.233172","1.037622","-0.457923","16.554583","0.355436","42.263859","0.000000","6425.941895","202.965500","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-9.398094","0.000000","40.604130","2.072167","0.000000","0.940015","0.000000","0.000000","0.000000","90.561264","39.687305","-273.000000","-273.000000","6.000000","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-101.250000","-101.250000","19354.791016","4556.378906","4.000000","24.000000","-273.000000","-273.000000","8.951169","0.000000","55.756485","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-29.376062","-273.000000","14.000001","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","55.600002","12.000000","0.969368","-0.439115","0.000206","-159.831894","31.353071","354.000000","2.380000","0.400000","792.000000","40.844156095098","-96.771843936263","354.30"
"88.100","0.758","34.093746","14.019051","118.825203","1078.727539","40312.335938","63624.878906","-0.101136","0.680137","-0.323353","15.431431","-0.709754","40.379131","0.000000","6602.249023","193.775406","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-8.980633","0.000000","41.138126","1.847350","0.000000","0.924802","0.000000","0.000000","0.000000","90.561264","39.687305","-273.000000","-273.000000","6.000000","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-101.250000","-101.250000","19490.263672","4561.412598","4.000000","24.000000","-273.000000","-273.000000","10.235819","0.000000","56.250809","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-29.376062","-273.000000","14.000001","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","54.299999","12.000000","1.031825","-0.433379","0.074690","-155.901413","34.401207","354.000000","2.380000","0.420000","791.000000","40.844144740817","-96.771850933548","354.23"
"88.200","0.759","34.093746","14.016136","60.652916","1078.727539","42406.816406","64125.191406","0.105738","0.777488","-0.556657","16.809191","-2.163182","45.702572","0.000000","6459.102539","187.788223","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-8.917456","0.000000","40.949020","1.695760","0.000000","0.922995","0.000000","0.000000","0.000000","90.498764","39.780750","-273.000000","-273.000000","6.000000","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-101.250000","-101.250000","19570.816406","4564.947266","4.000000","24.000000","-273.000000","-273.000000","10.230893","0.000000","56.220360","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-29.376062","-273.000000","13.895965","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","53.000000","12.000000","1.091734","-0.422545","0.137716","-151.684433","37.518101","354.000000","2.380000","0.440000","790.000000","40.844134100438","-96.771858771733","354.17"
"88.300","0.761","34.093746","14.013222","-0.282762","1078.727539","40874.894531","64937.144531","-0.206972","1.828005","0.037281","16.364653","-3.175792","50.702572","0.000000","6190.934570","180.968689","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-8.608898","0.000000","41.152081","1.261542","0.000000","0.887938","0.000000","0.000000","0.000000","90.498764","39.780750","-273.000000","-273.000000","6.000000","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-101.250000","-101.250000","19693.015625","4570.409180","4.000000","24.000000","-273.000000","-273.000000","9.933374","0.000000","55.200371","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-29.376062","-273.000000","13.895965","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","51.400002","12.000000","1.143357","-0.406612","0.189282","-147.192444","40.520397","354.000000","2.380000","0.440000","800.000000","40.844124209263","-96.771867443100","354.11"
"88.400","0.762","34.093746","14.010307","-0.357047","1078.364746","42062.308594","64124.695313","-0.708659","1.358164","-0.583498","19.382992","0.743674","57.789150","0.000000","5831.729004","175.920944","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-8.124769","0.000000","42.034073","0.991762","0.000000","0.892305","0.000000","0.000000","0.000000","90.561264","39.874866","-273.000000","-273.000000","6.000000","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-101.250000","-101.250000","19819.792969","4575.443359","4.000000","24.000000","-273.000000","-273.000000","9.777719","0.000000","53.030540","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-29.376062","-273.000000","14.000001","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","49.700001","12.000000","1.182234","-0.377932","0.217930","-142.448349","43.293514","354.000000","2.380000","0.430000","884.000000","40.844115223738","-96.771877085728","354.07"
"88.500","0.764","34.093746","14.007393","0.036662","1078.727539","42062.308594","64937.144531","-1.488425","1.376379","-0.682158","20.266935","-0.798950","58.866482","0.000000","6082.802246","171.880814","0.000000","0.000000","0.000000","0.000000","6.968795","0.000000","-7.596138","0.000000","42.774227","0.840172","0.000000","0.894966","0.000000","0.000000","0.000000","90.561264","39.874866","-273.000000","-273.000000","6.000000","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-101.250000","-101.250000","19945.197266","4580.370117","4.000000","24.000000","-273.000000","-273.000000","10.986511","0.000000","54.550228","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-29.376062","-273.000000","14.000001","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","48.500000","12.000000","1.211550","-0.335869","0.235118","-137.520920","45.860363","354.000000","2.380000","0.420000","896.000000","40.844107155602","-96.771887646830","354.04"
"88.600","0.765","34.093746","14.004478","0.318943","1078.364502","41937.242188","64249.648438","-1.209696","1.671803","0.083795","20.957867","-0.763741","62.704033","0.000000","6524.394043","168.677917","0.000000","0.000000","0.000000","0.000000","79.694817","0.000000","-1.211717","0.000000","49.673599","0.946799","0.000000","0.894133","0.000000","0.000000","0.000000","90.561264","39.999458","-273.000000","-273.000000","6.000000","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-101.250000","-101.250000","20074.261719","4586.367676","4.000000","24.000000","-273.000000","-273.000000","25.112728","0.000000","50.111164","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-29.376062","-273.000000","14.000001","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","47.400002","12.000000","1.237043","-0.281696","0.258037","-132.547653","48.427216","354.000000","2.380000","0.410000","934.000000","40.844099919336","-96.771899004656","354.02"
"88.700","0.766","34.093746","14.001564","0.623510","1078.727539","47030.941406","59936.984375","-0.430838","1.392752","-0.299730","22.403385","-1.197047","62.120373","0.000000","7179.366699","174.699173","0.000000","0.000000","0.000000","0.000000","78.713661","0.000000","-0.954993","0.000000","50.142494","1.109952","0.000000","0.966459","0.000000","0.000000","0.000000","90.561264","39.999458","-273.000000","-273.000000","6.000000","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-101.250000","-101.250000","20219.347656","4592.365723","4.000000","24.000000","-273.000000","-273.000000","30.513378","0.000000","46.540752","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-29.376062","-273.000000","13.895965","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","46.600002","12.000000","1.260624","-0.215415","0.298144","-127.574371","51.016987","354.000000","2.380000","0.380000","974.000000","40.844093553218","-96.771911160105","354.00"
"88.800","0.767","34.093746","13.998650","0.185231","1078.364746","50312.371094","58937.351563","0.240498","1.290082","-0.353777","22.834576","1.946882","63.302280","0.000000","6865.885742","178.057846","0.000000","0.000000","0.000000","0.000000","77.254906","0.000000","-0.917470","0.000000","50.347881","1.600694","0.000000","0.889381","0.000000","0.000000","0.000000","90.686256","40.281139","-273.000000","-273.000000","6.000000","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-101.250000","-101.250000","20365.804688","4598.363281","4.000000","24.000000","-273.000000","-273.000000","29.196218","0.000000","47.678055","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-29.376062","-273.000000","13.895965","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","45.900002","12.000000","1.283568","-0.135112","0.361169","-122.681305","53.515079","353.000000","2.390000","0.380000","984.000000","40.844088101442","-96.771924117291","354.00"
